衛星状態更新時間,constellationType,svid,usedinfix,basebandCn0DbHz,carrierFrequencyHz,cn0DbHz,elevationDegrees
19:09:27.613,SBAS,128,false,32.7,1.57542003E9,37.4,0.0
19:09:27.613,SBAS,137,false,33.3,1.57542003E9,38.0,0.0
19:09:28.606,GPS,2,true,37.0,1.57542003E9,41.7,18.0
19:09:28.606,GPS,5,true,38.6,1.57542003E9,43.3,71.0
19:09:28.606,GPS,11,false,33.7,1.57542003E9,38.4,0.0
19:09:28.606,GPS,13,true,39.8,1.57542003E9,44.5,68.0
19:09:28.606,GPS,14,false,25.2,1.57542003E9,29.9,9.0
19:09:28.606,GPS,15,true,40.399998,1.57542003E9,45.1,56.0
19:09:28.606,GPS,18,true,36.399998,1.57542003E9,41.1,28.0
19:09:28.606,GPS,20,true,38.7,1.57542003E9,43.4,49.0
19:09:28.606,GPS,23,false,24.2,1.57542003E9,28.9,4.0
19:09:28.606,GPS,24,true,34.8,1.57542003E9,39.5,24.0
19:09:28.606,GPS,28,false,29.399998,1.57542003E9,34.1,0.0
19:09:28.606,GPS,29,true,34.899998,1.57542003E9,39.6,11.0
19:09:28.606,GPS,30,true,35.8,1.57542003E9,40.5,26.0
19:09:28.606,GLONASS,2,true,46.1,1.59975002E9,52.1,50.0
19:09:28.606,GLONASS,18,true,43.4,1.60031245E9,49.4,34.0
19:09:28.606,GLONASS,13,true,31.0,1.60087501E9,37.0,16.0
19:09:28.606,GLONASS,12,true,46.3,1.60143744E9,52.3,40.0
19:09:28.606,GLONASS,1,true,35.8,1.60256256E9,41.8,15.0
19:09:28.606,GLONASS,17,true,43.6,1.60424998E9,49.6,37.0
19:09:28.606,GLONASS,3,true,44.2,1.60481254E9,50.2,28.0
19:09:28.606,BEIDOU,19,false,43.8,1.56109798E9,53.0,0.0
19:09:28.606,BEIDOU,16,false,40.5,1.56109798E9,49.7,0.0
19:09:28.606,BEIDOU,13,false,40.7,1.56109798E9,49.9,0.0
19:09:28.606,BEIDOU,9,false,35.5,1.56109798E9,44.7,0.0
19:09:28.606,BEIDOU,8,false,40.2,1.56109798E9,49.4,0.0
19:09:28.606,BEIDOU,6,false,38.899998,1.56109798E9,48.1,0.0
19:09:28.606,BEIDOU,4,false,38.5,1.56109798E9,47.7,0.0
19:09:28.606,BEIDOU,1,false,39.8,1.56109798E9,49.0,0.0
19:09:28.606,BEIDOU,193,false,38.899998,1.57542003E9,43.6,0.0
19:09:28.606,BEIDOU,194,false,35.1,1.57542003E9,39.8,0.0
19:09:28.606,BEIDOU,195,false,37.0,1.57542003E9,41.7,0.0
19:09:28.606,SBAS,128,false,34.6,1.57542003E9,39.3,0.0
19:09:28.606,SBAS,137,false,36.6,1.57542003E9,41.3,0.0
19:09:28.606,GALILEO,11,false,35.7,1.57542003E9,40.0,0.0
19:09:29.607,GPS,2,true,37.399998,1.57542003E9,42.1,18.0
19:09:29.607,GPS,5,true,40.3,1.57542003E9,45.0,71.0
19:09:29.607,GPS,11,false,34.3,1.57542003E9,39.0,0.0
19:09:29.607,GPS,13,true,41.7,1.57542003E9,46.4,68.0
19:09:29.607,GPS,14,true,26.400002,1.57542003E9,31.1,9.0
19:09:29.607,GPS,15,true,41.899998,1.57542003E9,46.6,56.0
19:09:29.607,GPS,18,true,37.899998,1.57542003E9,42.6,28.0
19:09:29.607,GPS,20,true,40.6,1.57542003E9,45.3,49.0
19:09:29.607,GPS,23,true,27.099998,1.57542003E9,31.8,4.0
19:09:29.607,GPS,24,true,36.1,1.57542003E9,40.8,24.0
19:09:29.607,GPS,28,false,29.8,1.57542003E9,34.5,0.0
19:09:29.607,GPS,29,true,35.3,1.57542003E9,40.0,11.0
19:09:29.607,GPS,30,true,36.2,1.57542003E9,40.9,26.0
19:09:29.607,GLONASS,2,true,47.5,1.59975002E9,53.5,50.0
19:09:29.607,GLONASS,18,true,44.0,1.60031245E9,50.0,34.0
19:09:29.607,GLONASS,13,true,30.900002,1.60087501E9,36.9,16.0
19:09:29.607,GLONASS,12,true,46.9,1.60143744E9,52.9,40.0
19:09:29.607,GLONASS,1,true,36.7,1.60256256E9,42.7,15.0
19:09:29.607,GLONASS,17,true,44.7,1.60424998E9,50.7,37.0
19:09:29.607,GLONASS,3,true,44.9,1.60481254E9,50.9,28.0
19:09:29.607,BEIDOU,22,false,38.899998,1.56109798E9,48.1,0.0
19:09:29.607,BEIDOU,20,false,40.1,1.56109798E9,49.3,0.0
19:09:29.607,BEIDOU,19,false,45.0,1.56109798E9,54.2,0.0
19:09:29.607,BEIDOU,16,false,41.7,1.56109798E9,50.9,0.0
19:09:29.607,BEIDOU,13,false,42.3,1.56109798E9,51.5,0.0
19:09:29.607,BEIDOU,9,false,36.899998,1.56109798E9,46.1,0.0
19:09:29.607,BEIDOU,8,false,41.899998,1.56109798E9,51.1,0.0
19:09:29.607,BEIDOU,6,false,40.2,1.56109798E9,49.4,0.0
19:09:29.607,BEIDOU,4,false,40.1,1.56109798E9,49.3,0.0
19:09:29.607,BEIDOU,1,false,41.8,1.56109798E9,51.0,0.0
19:09:29.607,BEIDOU,193,false,40.0,1.57542003E9,44.7,0.0
19:09:29.607,BEIDOU,194,false,35.399998,1.57542003E9,40.1,0.0
19:09:29.607,BEIDOU,195,false,38.3,1.57542003E9,43.0,0.0
19:09:29.607,SBAS,128,false,35.8,1.57542003E9,40.5,0.0
19:09:29.607,SBAS,137,false,37.7,1.57542003E9,42.4,0.0
19:09:29.607,GALILEO,11,false,34.100002,1.57542003E9,38.4,0.0
19:09:30.604,GPS,2,true,35.1,1.57542003E9,39.8,18.0
19:09:30.604,GPS,5,true,38.2,1.57542003E9,42.9,71.0
19:09:30.604,GPS,11,false,31.8,1.57542003E9,36.5,0.0
19:09:30.604,GPS,13,true,39.399998,1.57542003E9,44.1,68.0
19:09:30.604,GPS,14,true,24.099998,1.57542003E9,28.8,9.0
19:09:30.604,GPS,15,true,39.8,1.57542003E9,44.5,56.0
19:09:30.604,GPS,18,true,35.5,1.57542003E9,40.2,28.0
19:09:30.604,GPS,20,true,37.899998,1.57542003E9,42.6,49.0
19:09:30.604,GPS,24,true,34.1,1.57542003E9,38.8,24.0
19:09:30.604,GPS,28,false,29.5,1.57542003E9,34.2,0.0
19:09:30.604,GPS,29,true,33.1,1.57542003E9,37.8,11.0
19:09:30.604,GPS,30,true,34.3,1.57542003E9,39.0,26.0
19:09:30.604,GPS,23,true,0.0,1.57542003E9,0.0,4.0
19:09:30.604,GLONASS,2,true,45.2,1.59975002E9,51.2,50.0
19:09:30.604,GLONASS,18,true,42.1,1.60031245E9,48.1,34.0
19:09:30.604,GLONASS,13,true,29.3,1.60087501E9,35.3,16.0
19:09:30.604,GLONASS,12,true,45.5,1.60143744E9,51.5,40.0
19:09:30.604,GLONASS,1,true,34.6,1.60256256E9,40.6,15.0
19:09:30.604,GLONASS,17,true,42.7,1.60424998E9,48.7,37.0
19:09:30.604,GLONASS,3,true,43.2,1.60481254E9,49.2,28.0
19:09:30.604,BEIDOU,22,false,40.5,1.56109798E9,49.7,0.0
19:09:30.604,BEIDOU,20,false,37.8,1.56109798E9,47.0,0.0
19:09:30.604,BEIDOU,19,false,42.2,1.56109798E9,51.4,0.0
19:09:30.604,BEIDOU,16,false,38.8,1.56109798E9,48.0,0.0
19:09:30.604,BEIDOU,13,false,39.8,1.56109798E9,49.0,0.0
19:09:30.604,BEIDOU,9,false,34.399998,1.56109798E9,43.6,0.0
19:09:30.604,BEIDOU,8,false,39.0,1.56109798E9,48.2,0.0
19:09:30.604,BEIDOU,6,false,37.5,1.56109798E9,46.7,0.0
19:09:30.604,BEIDOU,4,false,37.2,1.56109798E9,46.4,0.0
19:09:30.604,BEIDOU,1,false,38.7,1.56109798E9,47.9,0.0
19:09:30.604,BEIDOU,193,false,37.6,1.57542003E9,42.3,0.0
19:09:30.604,BEIDOU,194,false,33.0,1.57542003E9,37.7,0.0
19:09:30.604,BEIDOU,195,false,36.0,1.57542003E9,40.7,0.0
19:09:30.604,SBAS,128,false,33.8,1.57542003E9,38.5,0.0
19:09:30.604,SBAS,137,false,35.399998,1.57542003E9,40.1,0.0
19:09:30.604,GALILEO,11,false,34.4,1.57542003E9,38.7,0.0
19:09:30.604,GALILEO,19,false,34.4,1.57542003E9,38.7,0.0
19:09:31.610,GPS,2,true,31.399998,1.57542003E9,36.1,18.0
19:09:31.610,GPS,5,true,34.399998,1.57542003E9,39.1,71.0
19:09:31.610,GPS,11,false,27.5,1.57542003E9,32.2,0.0
19:09:31.610,GPS,13,true,35.6,1.57542003E9,40.3,68.0
19:09:31.610,GPS,14,true,21.3,1.57542003E9,26.0,9.0
19:09:31.610,GPS,15,true,35.899998,1.57542003E9,40.6,56.0
19:09:31.610,GPS,18,true,31.599998,1.57542003E9,36.3,28.0
19:09:31.610,GPS,20,true,34.1,1.57542003E9,38.8,49.0
19:09:31.610,GPS,24,true,29.8,1.57542003E9,34.5,24.0
19:09:31.610,GPS,28,false,26.2,1.57542003E9,30.9,0.0
19:09:31.610,GPS,29,true,29.599998,1.57542003E9,34.3,11.0
19:09:31.610,GPS,30,true,30.399998,1.57542003E9,35.1,26.0
19:09:31.610,GPS,23,false,0.0,1.57542003E9,0.0,4.0
19:09:31.610,GLONASS,2,true,44.6,1.59975002E9,50.6,50.0
19:09:31.610,GLONASS,18,true,41.7,1.60031245E9,47.7,34.0
19:09:31.610,GLONASS,13,true,29.400002,1.60087501E9,35.4,16.0
19:09:31.610,GLONASS,12,true,44.9,1.60143744E9,50.9,40.0
19:09:31.610,GLONASS,1,true,35.0,1.60256256E9,41.0,15.0
19:09:31.610,GLONASS,17,true,42.7,1.60424998E9,48.7,37.0
19:09:31.610,GLONASS,3,true,42.8,1.60481254E9,48.8,28.0
19:09:31.610,BEIDOU,22,false,39.899998,1.56109798E9,49.1,0.0
19:09:31.610,BEIDOU,20,false,37.7,1.56109798E9,46.9,0.0
19:09:31.610,BEIDOU,19,false,41.7,1.56109798E9,50.9,0.0
19:09:31.610,BEIDOU,16,false,38.3,1.56109798E9,47.5,0.0
19:09:31.610,BEIDOU,13,false,39.399998,1.56109798E9,48.6,0.0
19:09:31.610,BEIDOU,9,false,33.8,1.56109798E9,43.0,0.0
19:09:31.610,BEIDOU,8,false,38.8,1.56109798E9,48.0,0.0
19:09:31.610,BEIDOU,6,false,37.0,1.56109798E9,46.2,0.0
19:09:31.610,BEIDOU,4,false,36.899998,1.56109798E9,46.1,0.0
19:09:31.610,BEIDOU,1,false,38.5,1.56109798E9,47.7,0.0
19:09:31.610,BEIDOU,193,false,33.8,1.57542003E9,38.5,0.0
19:09:31.610,BEIDOU,194,false,28.7,1.57542003E9,33.4,0.0
19:09:31.610,BEIDOU,195,false,32.0,1.57542003E9,36.7,0.0
19:09:31.610,SBAS,128,false,30.0,1.57542003E9,34.7,0.0
19:09:31.610,SBAS,137,false,31.8,1.57542003E9,36.5,0.0
19:09:31.610,GALILEO,11,false,33.5,1.57542003E9,37.8,0.0
19:09:31.610,GALILEO,19,false,31.0,1.57542003E9,35.3,0.0
19:09:32.608,GPS,2,true,35.5,1.57542003E9,40.2,18.0
19:09:32.608,GPS,5,true,38.5,1.57542003E9,43.2,71.0
19:09:32.608,GPS,11,false,32.0,1.57542003E9,36.7,0.0
19:09:32.608,GPS,13,true,39.899998,1.57542003E9,44.6,68.0
19:09:32.608,GPS,14,true,24.900002,1.57542003E9,29.6,9.0
19:09:32.608,GPS,15,true,40.1,1.57542003E9,44.8,56.0
19:09:32.608,GPS,18,true,35.6,1.57542003E9,40.3,28.0
19:09:32.608,GPS,20,true,38.6,1.57542003E9,43.3,49.0
19:09:32.608,GPS,23,false,25.400002,1.57542003E9,30.1,4.0
19:09:32.608,GPS,24,true,34.2,1.57542003E9,38.9,24.0
19:09:32.608,GPS,28,false,30.399998,1.57542003E9,35.1,0.0
19:09:32.608,GPS,29,true,33.6,1.57542003E9,38.3,11.0
19:09:32.608,GPS,30,true,34.7,1.57542003E9,39.4,26.0
19:09:32.608,GLONASS,2,true,46.8,1.59975002E9,52.8,50.0
19:09:32.608,GLONASS,18,true,43.2,1.60031245E9,49.2,34.0
19:09:32.608,GLONASS,13,true,30.8,1.60087501E9,36.8,16.0
19:09:32.608,GLONASS,12,true,45.9,1.60143744E9,51.9,40.0
19:09:32.608,GLONASS,1,true,36.2,1.60256256E9,42.2,15.0
19:09:32.608,GLONASS,17,true,44.4,1.60424998E9,50.4,37.0
19:09:32.608,GLONASS,3,true,44.2,1.60481254E9,50.2,28.0
19:09:32.608,BEIDOU,36,false,37.899998,1.56109798E9,47.1,0.0
19:09:32.608,BEIDOU,35,false,38.8,1.56109798E9,48.0,0.0
19:09:32.608,BEIDOU,22,false,40.7,1.56109798E9,49.9,0.0
19:09:32.608,BEIDOU,20,false,38.5,1.56109798E9,47.7,0.0
19:09:32.608,BEIDOU,19,false,42.5,1.56109798E9,51.7,0.0
19:09:32.608,BEIDOU,16,false,39.2,1.56109798E9,48.4,0.0
19:09:32.608,BEIDOU,13,false,40.0,1.56109798E9,49.2,0.0
19:09:32.608,BEIDOU,9,false,34.6,1.56109798E9,43.8,0.0
19:09:32.608,BEIDOU,8,false,39.399998,1.56109798E9,48.6,0.0
19:09:32.608,BEIDOU,6,false,37.6,1.56109798E9,46.8,0.0
19:09:32.608,BEIDOU,4,false,37.399998,1.56109798E9,46.6,0.0
19:09:32.608,BEIDOU,1,false,39.1,1.56109798E9,48.3,0.0
19:09:32.608,BEIDOU,193,false,37.7,1.57542003E9,42.4,0.0
19:09:32.608,BEIDOU,194,false,33.3,1.57542003E9,38.0,0.0
19:09:32.608,BEIDOU,195,false,36.5,1.57542003E9,41.2,0.0
19:09:32.608,SBAS,128,false,34.2,1.57542003E9,38.9,0.0
19:09:32.608,SBAS,137,false,35.8,1.57542003E9,40.5,0.0
19:09:32.608,GALILEO,11,false,34.8,1.57542003E9,39.1,0.0
19:09:32.608,GALILEO,19,false,33.5,1.57542003E9,37.8,0.0
19:09:33.608,GPS,2,true,38.2,1.57542003E9,42.9,18.0
19:09:33.608,GPS,5,true,41.5,1.57542003E9,46.2,71.0
19:09:33.608,GPS,11,false,34.8,1.57542003E9,39.5,0.0
19:09:33.608,GPS,13,true,43.0,1.57542003E9,47.7,68.0
19:09:33.608,GPS,14,true,27.7,1.57542003E9,32.4,9.0
19:09:33.608,GPS,15,true,43.399998,1.57542003E9,48.1,56.0
19:09:33.608,GPS,18,true,38.8,1.57542003E9,43.5,28.0
19:09:33.608,GPS,20,true,42.1,1.57542003E9,46.8,49.0
19:09:33.608,GPS,23,true,28.8,1.57542003E9,33.5,4.0
19:09:33.608,GPS,24,true,37.3,1.57542003E9,42.0,24.0
19:09:33.608,GPS,28,false,32.899998,1.57542003E9,37.6,0.0
19:09:33.608,GPS,29,true,36.6,1.57542003E9,41.3,11.0
19:09:33.608,GPS,30,true,37.5,1.57542003E9,42.2,26.0
19:09:33.608,GLONASS,2,true,48.1,1.59975002E9,54.1,50.0
19:09:33.608,GLONASS,18,true,44.5,1.60031245E9,50.5,34.0
19:09:33.608,GLONASS,13,false,32.0,1.60087501E9,38.0,16.0
19:09:33.608,GLONASS,12,true,47.2,1.60143744E9,53.2,40.0
19:09:33.608,GLONASS,1,false,36.9,1.60256256E9,42.9,15.0
19:09:33.608,GLONASS,17,true,44.9,1.60424998E9,50.9,37.0
19:09:33.608,GLONASS,3,true,45.0,1.60481254E9,51.0,28.0
19:09:33.608,BEIDOU,36,false,39.3,1.56109798E9,48.5,0.0
19:09:33.608,BEIDOU,35,false,39.6,1.56109798E9,48.8,0.0
19:09:33.608,BEIDOU,29,false,34.3,1.56109798E9,43.5,0.0
19:09:33.608,BEIDOU,22,false,41.6,1.56109798E9,50.8,0.0
19:09:33.608,BEIDOU,20,false,39.2,1.56109798E9,48.4,0.0
19:09:33.608,BEIDOU,19,false,43.1,1.56109798E9,52.3,0.0
19:09:33.608,BEIDOU,16,false,39.899998,1.56109798E9,49.1,0.0
19:09:33.608,BEIDOU,13,false,40.899998,1.56109798E9,50.1,0.0
19:09:33.608,BEIDOU,9,false,35.1,1.56109798E9,44.3,0.0
19:09:33.608,BEIDOU,8,false,40.1,1.56109798E9,49.3,0.0
19:09:33.608,BEIDOU,6,false,38.399998,1.56109798E9,47.6,0.0
19:09:33.608,BEIDOU,4,false,38.2,1.56109798E9,47.4,0.0
19:09:33.608,BEIDOU,1,false,40.0,1.56109798E9,49.2,0.0
19:09:33.608,BEIDOU,193,false,41.2,1.57542003E9,45.9,0.0
19:09:33.608,BEIDOU,194,false,36.2,1.57542003E9,40.9,0.0
19:09:33.608,BEIDOU,195,false,39.399998,1.57542003E9,44.1,0.0
19:09:33.608,SBAS,128,false,36.8,1.57542003E9,41.5,0.0
19:09:33.608,SBAS,137,false,38.399998,1.57542003E9,43.1,0.0
19:09:33.608,GALILEO,11,false,37.3,1.57542003E9,41.6,0.0
19:09:33.608,GALILEO,19,false,35.100002,1.57542003E9,39.4,0.0
19:09:33.984,GPS,2,true,35.899998,1.57542003E9,40.6,18.0
19:09:33.984,GPS,5,true,39.0,1.57542003E9,43.7,71.0
19:09:33.984,GPS,11,false,32.3,1.57542003E9,37.0,0.0
19:09:33.984,GPS,13,true,40.899998,1.57542003E9,45.6,68.0
19:09:33.984,GPS,14,true,25.5,1.57542003E9,30.2,9.0
19:09:33.984,GPS,15,true,40.899998,1.57542003E9,45.6,56.0
19:09:33.984,GPS,18,true,36.0,1.57542003E9,40.7,28.0
19:09:33.984,GPS,20,true,38.899998,1.57542003E9,43.6,49.0
19:09:33.984,GPS,24,true,35.2,1.57542003E9,39.9,24.0
19:09:33.984,GPS,28,false,30.3,1.57542003E9,35.0,0.0
19:09:33.984,GPS,29,true,34.1,1.57542003E9,38.8,11.0
19:09:33.984,GPS,30,true,35.1,1.57542003E9,39.8,26.0
19:09:33.984,GPS,23,true,0.0,1.57542003E9,0.0,4.0
19:09:33.984,GLONASS,2,true,46.6,1.59975002E9,52.6,50.0
19:09:33.984,GLONASS,18,true,43.6,1.60031245E9,49.6,34.0
19:09:33.984,GLONASS,13,true,31.400002,1.60087501E9,37.4,16.0
19:09:33.984,GLONASS,12,true,46.1,1.60143744E9,52.1,40.0
19:09:33.984,GLONASS,1,true,36.0,1.60256256E9,42.0,15.0
19:09:33.984,GLONASS,17,true,43.9,1.60424998E9,49.9,37.0
19:09:33.984,GLONASS,3,true,43.9,1.60481254E9,49.9,28.0
19:09:33.984,BEIDOU,36,false,38.3,1.56109798E9,47.5,0.0
19:09:33.984,BEIDOU,35,false,38.5,1.56109798E9,47.7,0.0
19:09:33.984,BEIDOU,29,false,33.399998,1.56109798E9,42.6,0.0
19:09:33.984,BEIDOU,22,false,40.399998,1.56109798E9,49.6,0.0
19:09:33.984,BEIDOU,20,false,38.3,1.56109798E9,47.5,0.0
19:09:33.984,BEIDOU,19,false,42.2,1.56109798E9,51.4,0.0
19:09:33.984,BEIDOU,16,false,38.899998,1.56109798E9,48.1,0.0
19:09:33.984,BEIDOU,13,false,39.8,1.56109798E9,49.0,0.0
19:09:33.984,BEIDOU,9,false,34.6,1.56109798E9,43.8,0.0
19:09:33.984,BEIDOU,8,false,39.1,1.56109798E9,48.3,0.0
19:09:33.984,BEIDOU,6,false,37.6,1.56109798E9,46.8,0.0
19:09:33.984,BEIDOU,4,false,37.3,1.56109798E9,46.5,0.0
19:09:33.984,BEIDOU,1,false,38.7,1.56109798E9,47.9,0.0
19:09:33.984,BEIDOU,193,false,38.8,1.57542003E9,43.5,0.0
19:09:33.984,BEIDOU,194,false,34.2,1.57542003E9,38.9,0.0
19:09:33.984,BEIDOU,195,false,37.0,1.57542003E9,41.7,0.0
19:09:33.984,SBAS,128,false,34.6,1.57542003E9,39.3,0.0
19:09:33.984,SBAS,137,false,36.1,1.57542003E9,40.8,0.0
19:09:33.984,GALILEO,4,false,40.4,1.57542003E9,44.7,0.0
19:09:33.984,GALILEO,11,false,35.100002,1.57542003E9,39.4,0.0
19:09:33.984,GALILEO,19,false,33.2,1.57542003E9,37.5,0.0
19:09:34.983,GPS,2,true,37.0,1.57542003E9,41.7,18.0
19:09:34.983,GPS,5,true,40.0,1.57542003E9,44.7,71.0
19:09:34.983,GPS,11,false,33.5,1.57542003E9,38.2,0.0
19:09:34.983,GPS,13,true,41.899998,1.57542003E9,46.6,68.0
19:09:34.983,GPS,14,true,27.2,1.57542003E9,31.9,9.0
19:09:34.983,GPS,15,true,41.6,1.57542003E9,46.3,56.0
19:09:34.983,GPS,18,true,37.2,1.57542003E9,41.9,28.0
19:09:34.983,GPS,20,true,40.3,1.57542003E9,45.0,49.0
19:09:34.983,GPS,23,false,26.7,1.57542003E9,31.4,4.0
19:09:34.983,GPS,24,true,36.1,1.57542003E9,40.8,24.0
19:09:34.983,GPS,28,false,31.8,1.57542003E9,36.5,0.0
19:09:34.983,GPS,29,true,35.1,1.57542003E9,39.8,11.0
19:09:34.983,GPS,30,true,36.1,1.57542003E9,40.8,26.0
19:09:34.983,GLONASS,2,true,47.5,1.59975002E9,53.5,50.0
19:09:34.983,GLONASS,18,true,44.3,1.60031245E9,50.3,34.0
19:09:34.983,GLONASS,13,true,32.0,1.60087501E9,38.0,16.0
19:09:34.983,GLONASS,12,true,47.2,1.60143744E9,53.2,40.0
19:09:34.983,GLONASS,1,true,36.9,1.60256256E9,42.9,15.0
19:09:34.983,GLONASS,17,true,44.8,1.60424998E9,50.8,37.0
19:09:34.983,GLONASS,3,true,44.7,1.60481254E9,50.7,28.0
19:09:34.983,BEIDOU,36,false,39.0,1.56109798E9,48.2,0.0
19:09:34.983,BEIDOU,35,false,39.0,1.56109798E9,48.2,0.0
19:09:34.983,BEIDOU,29,false,33.7,1.56109798E9,42.9,0.0
19:09:34.983,BEIDOU,22,false,40.7,1.56109798E9,49.9,0.0
19:09:34.983,BEIDOU,20,false,39.0,1.56109798E9,48.2,0.0
19:09:34.983,BEIDOU,19,false,42.6,1.56109798E9,51.8,0.0
19:09:34.983,BEIDOU,16,false,39.3,1.56109798E9,48.5,0.0
19:09:34.983,BEIDOU,13,false,40.3,1.56109798E9,49.5,0.0
19:09:34.983,BEIDOU,9,false,35.0,1.56109798E9,44.2,0.0
19:09:34.983,BEIDOU,8,false,39.399998,1.56109798E9,48.6,0.0
19:09:34.983,BEIDOU,6,false,38.2,1.56109798E9,47.4,0.0
19:09:34.983,BEIDOU,4,false,37.8,1.56109798E9,47.0,0.0
19:09:34.983,BEIDOU,1,false,39.5,1.56109798E9,48.7,0.0
19:09:34.983,BEIDOU,193,false,39.6,1.57542003E9,44.3,0.0
19:09:34.983,BEIDOU,194,false,35.1,1.57542003E9,39.8,0.0
19:09:34.983,BEIDOU,195,false,37.7,1.57542003E9,42.4,0.0
19:09:34.983,SBAS,128,false,35.8,1.57542003E9,40.5,0.0
19:09:34.983,SBAS,137,false,37.3,1.57542003E9,42.0,0.0
19:09:34.983,GALILEO,4,false,40.4,1.57542003E9,44.7,0.0
19:09:34.983,GALILEO,11,false,35.9,1.57542003E9,40.2,0.0
19:09:34.983,GALILEO,19,false,34.100002,1.57542003E9,38.4,0.0
19:09:35.980,GPS,2,true,38.399998,1.57542003E9,43.1,18.0
19:09:35.980,GPS,5,true,41.2,1.57542003E9,45.9,71.0
19:09:35.980,GPS,11,false,34.6,1.57542003E9,39.3,0.0
19:09:35.980,GPS,13,true,42.6,1.57542003E9,47.3,68.0
19:09:35.980,GPS,14,true,27.8,1.57542003E9,32.5,9.0
19:09:35.980,GPS,15,true,42.6,1.57542003E9,47.3,56.0
19:09:35.980,GPS,18,true,38.2,1.57542003E9,42.9,28.0
19:09:35.980,GPS,20,true,40.8,1.57542003E9,45.5,49.0
19:09:35.980,GPS,24,true,37.2,1.57542003E9,41.9,24.0
19:09:35.980,GPS,28,false,32.899998,1.57542003E9,37.6,0.0
19:09:35.980,GPS,29,true,36.6,1.57542003E9,41.3,11.0
19:09:35.980,GPS,30,true,37.6,1.57542003E9,42.3,26.0
19:09:35.980,GPS,23,false,0.0,1.57542003E9,0.0,4.0
19:09:35.980,GLONASS,2,true,48.4,1.59975002E9,54.4,50.0
19:09:35.980,GLONASS,18,true,45.0,1.60031245E9,51.0,34.0
19:09:35.980,GLONASS,13,true,32.4,1.60087501E9,38.4,16.0
19:09:35.980,GLONASS,12,true,47.5,1.60143744E9,53.5,40.0
19:09:35.980,GLONASS,1,true,37.3,1.60256256E9,43.3,15.0
19:09:35.980,GLONASS,17,true,45.4,1.60424998E9,51.4,37.0
19:09:35.980,GLONASS,3,true,45.2,1.60481254E9,51.2,28.0
19:09:35.980,BEIDOU,36,false,39.3,1.56109798E9,48.5,0.0
19:09:35.980,BEIDOU,35,false,39.7,1.56109798E9,48.9,0.0
19:09:35.980,BEIDOU,29,false,34.3,1.56109798E9,43.5,0.0
19:09:35.980,BEIDOU,22,false,41.399998,1.56109798E9,50.6,0.0
