測位方式,測位回数(0:無限),測位タイムアウト,測位間隔,minTime,SUPLEND待ち時間,アシストデータ削除時間,アシストデータ削除有無
Tracking,0,60,75,0,0,3,true,true
測位開始時間,測位終了時間,測位成否,緯度,経度,TTFF,Accuracy,LocationTime(epoch),LocationTime(UTC)
19:12:44.021,19:12:44.021,true,35.22402656,139.67274772,0.995,3.9795947,1626171164000,2021-07-13T19:12:44GMT+09:00
19:12:45.021,19:12:45.021,true,35.2240265,139.67274771,1.0,4.068366,1626171165000,2021-07-13T19:12:45GMT+09:00
19:12:46.015,19:12:46.015,true,35.22402645,139.67274772,0.994,4.089815,1626171166000,2021-07-13T19:12:46GMT+09:00
19:12:47.018,19:12:47.018,true,35.22402641,139.67274774,1.003,4.1005173,1626171167000,2021-07-13T19:12:47GMT+09:00
19:12:48.035,19:12:48.035,true,35.22402325,139.67274657,1.017,4.123873,1626171168000,2021-07-13T19:12:48GMT+09:00
19:12:49.024,19:12:49.024,true,35.22401977,139.6727442,0.989,4.145212,1626171169000,2021-07-13T19:12:49GMT+09:00
19:12:50.025,19:12:50.025,true,35.22401775,139.67274349,1.001,4.1091614,1626171170000,2021-07-13T19:12:50GMT+09:00
19:12:51.028,19:12:51.028,true,35.22401529,139.67274272,1.003,4.128264,1626171171000,2021-07-13T19:12:51GMT+09:00
19:12:52.025,19:12:52.025,true,35.22401454,139.67274338,0.997,4.113274,1626171172000,2021-07-13T19:12:52GMT+09:00
19:12:53.020,19:12:53.020,true,35.22401356,139.6727425,0.995,4.0536933,1626171173000,2021-07-13T19:12:53GMT+09:00
19:12:54.033,19:12:54.033,true,35.22401272,139.67274119,1.013,4.0577064,1626171174000,2021-07-13T19:12:54GMT+09:00
19:12:55.028,19:12:55.028,true,35.22401101,139.67274013,0.995,3.9629908,1626171175000,2021-07-13T19:12:55GMT+09:00
19:12:56.025,19:12:56.025,true,35.22400943,139.67274134,0.997,3.919039,1626171176000,2021-07-13T19:12:56GMT+09:00
19:12:57.030,19:12:57.030,true,35.22400796,139.67274202,1.005,3.8943198,1626171177000,2021-07-13T19:12:57GMT+09:00
19:12:58.025,19:12:58.025,true,35.22400697,139.67274208,0.995,3.9461129,1626171178000,2021-07-13T19:12:58GMT+09:00
19:12:59.021,19:12:59.021,true,35.22400651,139.6727421,0.996,3.9677908,1626171179000,2021-07-13T19:12:59GMT+09:00
19:13:00.031,19:13:00.031,true,35.22400613,139.67274215,1.01,4.008384,1626171180000,2021-07-13T19:13:00GMT+09:00
19:13:01.023,19:13:01.023,true,35.22400593,139.67274222,0.992,3.9330788,1626171181000,2021-07-13T19:13:01GMT+09:00
19:13:02.023,19:13:02.023,true,35.22400582,139.67274228,1.0,3.9377096,1626171182000,2021-07-13T19:13:02GMT+09:00
19:13:03.026,19:13:03.026,true,35.22400578,139.67274231,1.003,3.9074502,1626171183000,2021-07-13T19:13:03GMT+09:00
19:13:04.028,19:13:04.028,true,35.22400573,139.67274232,1.002,3.8597782,1626171184000,2021-07-13T19:13:04GMT+09:00
19:13:05.025,19:13:05.025,true,35.22400571,139.67274233,0.997,3.8800597,1626171185000,2021-07-13T19:13:05GMT+09:00
19:13:06.030,19:13:06.030,true,35.2240057,139.67274233,1.005,3.8301713,1626171186000,2021-07-13T19:13:06GMT+09:00
19:13:07.025,19:13:07.025,true,35.2240057,139.67274233,0.995,3.8362901,1626171187000,2021-07-13T19:13:07GMT+09:00
19:13:08.030,19:13:08.030,true,35.22400572,139.67274234,1.005,3.876206,1626171188000,2021-07-13T19:13:08GMT+09:00
19:13:09.030,19:13:09.030,true,35.22400573,139.67274235,1.0,3.8830495,1626171189000,2021-07-13T19:13:09GMT+09:00
19:13:10.011,19:13:10.011,true,35.22400575,139.67274236,0.981,3.9643767,1626171190000,2021-07-13T19:13:10GMT+09:00
19:13:11.033,19:13:11.033,true,35.22400576,139.67274239,1.022,4.2463994,1626171191000,2021-07-13T19:13:11GMT+09:00
19:13:12.002,19:13:12.002,true,35.22400575,139.67274241,0.969,4.5680056,1626171192000,2021-07-13T19:13:12GMT+09:00
19:13:13.002,19:13:13.002,true,35.22400574,139.67274242,1.0,4.94042,1626171193000,2021-07-13T19:13:13GMT+09:00
19:13:14.004,19:13:14.004,true,35.22400571,139.67274242,1.002,4.9696217,1626171194000,2021-07-13T19:13:14GMT+09:00
19:13:15.029,19:13:15.029,true,35.22400567,139.67274243,1.025,4.919608,1626171195000,2021-07-13T19:13:15GMT+09:00
19:13:16.009,19:13:16.009,true,35.22400564,139.67274245,0.98,5.186404,1626171196000,2021-07-13T19:13:16GMT+09:00
19:13:17.005,19:13:17.005,true,35.22400559,139.67274247,0.996,5.3247194,1626171197000,2021-07-13T19:13:17GMT+09:00
19:13:18.006,19:13:18.006,true,35.22400554,139.67274249,1.001,5.303134,1626171198000,2021-07-13T19:13:18GMT+09:00
19:13:19.007,19:13:19.007,true,35.22400549,139.67274251,1.001,5.1785474,1626171199000,2021-07-13T19:13:19GMT+09:00
19:13:20.014,19:13:20.014,true,35.22400544,139.67274254,1.007,5.006002,1626171200000,2021-07-13T19:13:20GMT+09:00
19:13:21.010,19:13:21.010,true,35.22400538,139.67274255,0.996,4.8380985,1626171201000,2021-07-13T19:13:21GMT+09:00
19:13:22.002,19:13:22.002,true,35.22400535,139.67274255,0.992,4.7878594,1626171202000,2021-07-13T19:13:22GMT+09:00
19:13:23.038,19:13:23.038,true,35.22400532,139.67274257,1.036,4.479416,1626171203000,2021-07-13T19:13:23GMT+09:00
19:13:24.016,19:13:24.016,true,35.22400276,139.67274578,0.978,4.723701,1626171204000,2021-07-13T19:13:24GMT+09:00
19:13:25.024,19:13:25.024,true,35.22399981,139.67274955,1.008,4.5254474,1626171205000,2021-07-13T19:13:25GMT+09:00
19:13:25.999,19:13:25.999,true,35.22399891,139.67275285,0.975,4.434692,1626171206000,2021-07-13T19:13:26GMT+09:00
19:13:27.001,19:13:27.001,true,35.22399759,139.67275651,1.002,4.2958975,1626171207000,2021-07-13T19:13:27GMT+09:00
19:13:28.003,19:13:28.003,true,35.22399526,139.67275911,1.002,4.175616,1626171208000,2021-07-13T19:13:28GMT+09:00
19:13:29.006,19:13:29.006,true,35.22399164,139.67276129,1.003,4.1336,1626171209000,2021-07-13T19:13:29GMT+09:00
19:13:30.010,19:13:30.010,true,35.22398711,139.67276121,1.004,4.0545635,1626171210000,2021-07-13T19:13:30GMT+09:00
19:13:31.002,19:13:31.002,true,35.22398346,139.67276015,0.992,4.0064616,1626171211000,2021-07-13T19:13:31GMT+09:00
19:13:32.006,19:13:32.006,true,35.22398236,139.67276028,1.004,4.0314183,1626171212000,2021-07-13T19:13:32GMT+09:00
19:13:33.002,19:13:33.002,true,35.22398404,139.67276084,0.996,4.009591,1626171213000,2021-07-13T19:13:33GMT+09:00
19:13:34.003,19:13:34.003,true,35.22398538,139.67276082,1.001,3.9310474,1626171214000,2021-07-13T19:13:34GMT+09:00
19:13:35.007,19:13:35.007,true,35.22398552,139.67276022,1.004,3.904898,1626171215000,2021-07-13T19:13:35GMT+09:00
19:13:36.006,19:13:36.006,true,35.22398526,139.67275957,0.999,3.8554626,1626171216000,2021-07-13T19:13:36GMT+09:00
19:13:37.004,19:13:37.004,true,35.2239855,139.6727591,0.998,3.8794851,1626171217000,2021-07-13T19:13:37GMT+09:00
19:13:38.002,19:13:38.002,true,35.22398587,139.67275887,0.998,3.8012354,1626171218000,2021-07-13T19:13:38GMT+09:00
19:13:39.007,19:13:39.007,true,35.22398609,139.67275878,1.005,3.7900925,1626171219000,2021-07-13T19:13:39GMT+09:00
19:13:40.027,19:13:40.027,true,35.22398614,139.67275871,1.02,3.7900925,1626171220000,2021-07-13T19:13:40GMT+09:00
19:13:41.028,19:13:41.028,true,35.22398616,139.67275866,1.001,3.7900925,1626171221000,2021-07-13T19:13:41GMT+09:00
19:13:42.030,19:13:42.030,true,35.22398494,139.67275929,1.002,3.8048966,1626171222000,2021-07-13T19:13:42GMT+09:00
19:13:43.035,19:13:43.035,true,35.22398718,139.67275978,1.005,3.7900925,1626171223000,2021-07-13T19:13:43GMT+09:00
19:13:44.029,19:13:44.029,true,35.22398994,139.67275509,0.994,3.7900925,1626171224000,2021-07-13T19:13:44GMT+09:00
19:13:45.037,19:13:45.037,true,35.22398861,139.67275425,1.008,3.7900925,1626171225000,2021-07-13T19:13:45GMT+09:00
19:13:46.029,19:13:46.029,true,35.22398426,139.67275278,0.992,3.9912627,1626171226000,2021-07-13T19:13:46GMT+09:00
19:13:47.026,19:13:47.026,true,35.22397951,139.67275133,0.997,4.161097,1626171227000,2021-07-13T19:13:47GMT+09:00
19:13:48.031,19:13:48.031,true,35.22397764,139.67275085,1.005,4.469935,1626171228000,2021-07-13T19:13:48GMT+09:00
19:13:49.027,19:13:49.027,true,35.22397436,139.67274562,0.996,4.343435,1626171229000,2021-07-13T19:13:49GMT+09:00
19:13:50.026,19:13:50.026,true,35.22397315,139.67274186,0.999,4.28504,1626171230000,2021-07-13T19:13:50GMT+09:00
19:13:51.017,19:13:51.017,true,35.22397137,139.67273952,0.991,4.350692,1626171231000,2021-07-13T19:13:51GMT+09:00
19:13:52.003,19:13:52.003,true,35.22397051,139.67273813,0.986,4.097616,1626171232000,2021-07-13T19:13:52GMT+09:00
19:13:53.006,19:13:53.006,true,35.22396958,139.67273724,1.003,4.2444286,1626171233000,2021-07-13T19:13:53GMT+09:00
19:13:54.131,19:13:54.131,true,35.22396923,139.67273766,1.125,4.657036,1626171234000,2021-07-13T19:13:54GMT+09:00
19:13:55.007,19:13:55.007,true,35.22396985,139.67273898,0.876,5.096703,1626171235000,2021-07-13T19:13:55GMT+09:00
19:13:56.009,19:13:56.009,true,35.2239717,139.67274096,1.002,5.337897,1626171236000,2021-07-13T19:13:56GMT+09:00
19:13:57.007,19:13:57.006,true,35.22397316,139.67274392,0.997,5.606405,1626171237000,2021-07-13T19:13:57GMT+09:00
19:13:58.002,19:13:58.002,true,35.22397382,139.67274584,0.995,5.8241773,1626171238000,2021-07-13T19:13:58GMT+09:00
19:13:59.028,19:13:59.028,true,35.22397409,139.67274667,1.026,5.8488836,1626171239000,2021-07-13T19:13:59GMT+09:00
19:14:00.021,19:14:00.021,true,35.22397415,139.6727471,0.993,6.0453258,1626171240000,2021-07-13T19:14:00GMT+09:00
19:14:00.981,19:14:00.981,true,35.22397418,139.67274732,0.96,6.0453258,1626171241000,2021-07-13T19:14:01GMT+09:00
19:14:02.001,19:14:02.001,true,35.22397416,139.67274742,1.02,6.224174,1626171242000,2021-07-13T19:14:02GMT+09:00
19:14:03.000,19:14:03.000,true,35.22397414,139.67274748,0.999,6.247896,1626171243000,2021-07-13T19:14:03GMT+09:00
19:14:04.133,19:14:04.133,true,35.2239741,139.67274751,1.133,6.207157,1626171244000,2021-07-13T19:14:04GMT+09:00
19:14:05.006,19:14:05.006,true,35.22397405,139.67274754,0.873,5.84376,1626171245000,2021-07-13T19:14:05GMT+09:00
19:14:06.010,19:14:06.010,true,35.22397401,139.67274757,1.004,5.5162396,1626171246000,2021-07-13T19:14:06GMT+09:00
19:14:07.001,19:14:07.001,true,35.22397399,139.67274759,0.991,5.0893936,1626171247000,2021-07-13T19:14:07GMT+09:00
19:14:08.001,19:14:08.001,true,35.22397396,139.6727476,1.0,4.8176093,1626171248000,2021-07-13T19:14:08GMT+09:00
19:14:09.006,19:14:09.006,true,35.22397394,139.67274761,1.005,4.5696945,1626171249000,2021-07-13T19:14:09GMT+09:00
19:14:10.008,19:14:10.008,true,35.22397392,139.67274762,1.002,4.4697523,1626171250000,2021-07-13T19:14:10GMT+09:00
19:14:11.005,19:14:11.005,true,35.22397391,139.67274763,0.997,4.535634,1626171251000,2021-07-13T19:14:11GMT+09:00
19:14:12.003,19:14:12.003,true,35.22397387,139.67274764,0.998,4.682135,1626171252000,2021-07-13T19:14:12GMT+09:00
19:14:13.005,19:14:13.005,true,35.22397385,139.67274759,1.002,4.7077136,1626171253000,2021-07-13T19:14:13GMT+09:00
19:14:14.002,19:14:14.002,true,35.22397383,139.67274753,0.997,4.744155,1626171254000,2021-07-13T19:14:14GMT+09:00
19:14:15.002,19:14:15.002,true,35.2239738,139.67274751,1.0,4.5051384,1626171255000,2021-07-13T19:14:15GMT+09:00
19:14:16.002,19:14:16.002,true,35.22397378,139.6727475,1.0,4.2425404,1626171256000,2021-07-13T19:14:16GMT+09:00
19:14:17.007,19:14:17.007,true,35.22397377,139.67274749,1.005,4.071109,1626171257000,2021-07-13T19:14:17GMT+09:00
19:14:18.006,19:14:18.006,true,35.22397375,139.67274748,0.999,4.089694,1626171258000,2021-07-13T19:14:18GMT+09:00
19:14:19.001,19:14:19.001,true,35.22397373,139.67274748,0.995,4.0551476,1626171259000,2021-07-13T19:14:19GMT+09:00
19:14:20.004,19:14:20.004,true,35.2239737,139.67274749,1.003,4.0567236,1626171260000,2021-07-13T19:14:20GMT+09:00
19:14:21.012,19:14:21.012,true,35.22397368,139.67274749,1.008,4.093909,1626171261000,2021-07-13T19:14:21GMT+09:00
19:14:22.003,19:14:22.003,true,35.22397365,139.6727475,0.991,4.2053494,1626171262000,2021-07-13T19:14:22GMT+09:00
19:14:23.006,19:14:23.006,true,35.22397362,139.6727475,1.003,4.269565,1626171263000,2021-07-13T19:14:23GMT+09:00
19:14:24.008,19:14:24.008,true,35.22397358,139.67274751,1.002,4.30432,1626171264000,2021-07-13T19:14:24GMT+09:00
19:14:25.005,19:14:25.005,true,35.22397355,139.67274752,0.997,4.290267,1626171265000,2021-07-13T19:14:25GMT+09:00
19:14:26.002,19:14:26.002,true,35.2239735,139.67274752,0.997,4.4305406,1626171266000,2021-07-13T19:14:26GMT+09:00
19:14:27.005,19:14:27.005,true,35.22397346,139.67274752,1.003,4.510197,1626171267000,2021-07-13T19:14:27GMT+09:00
19:14:28.002,19:14:28.002,true,35.22397342,139.67274754,0.997,4.454183,1626171268000,2021-07-13T19:14:28GMT+09:00
19:14:29.005,19:14:29.005,true,35.22397337,139.67274755,1.003,4.6043744,1626171269000,2021-07-13T19:14:29GMT+09:00
19:14:29.995,19:14:29.995,true,35.22397332,139.67274756,0.99,4.648617,1626171270000,2021-07-13T19:14:30GMT+09:00
19:14:31.010,19:14:31.010,true,35.22397364,139.67274762,1.015,4.357992,1626171271000,2021-07-13T19:14:31GMT+09:00
19:14:32.006,19:14:32.006,true,35.22397403,139.67274767,0.996,4.2539334,1626171272000,2021-07-13T19:14:32GMT+09:00
19:14:33.009,19:14:33.009,true,35.22397426,139.67274773,1.003,4.1970463,1626171273000,2021-07-13T19:14:33GMT+09:00
19:14:34.010,19:14:34.010,true,35.22397437,139.67274776,1.001,4.208122,1626171274000,2021-07-13T19:14:34GMT+09:00
19:14:35.008,19:14:35.008,true,35.22397469,139.67274783,0.998,4.104072,1626171275000,2021-07-13T19:14:35GMT+09:00
19:14:36.004,19:14:36.004,true,35.22397509,139.6727479,0.996,4.0110946,1626171276000,2021-07-13T19:14:36GMT+09:00
19:14:37.004,19:14:37.004,true,35.22397527,139.67274795,1.0,4.038861,1626171277000,2021-07-13T19:14:37GMT+09:00
19:14:38.011,19:14:38.011,true,35.22397537,139.672748,1.007,4.047031,1626171278000,2021-07-13T19:14:38GMT+09:00
19:14:39.014,19:14:39.014,true,35.22397567,139.67274807,1.003,3.8819284,1626171279000,2021-07-13T19:14:39GMT+09:00
19:14:40.009,19:14:40.009,true,35.22397603,139.67274808,0.995,3.7900925,1626171280000,2021-07-13T19:14:40GMT+09:00
19:14:41.006,19:14:41.006,true,35.22397642,139.67274814,0.997,3.7900925,1626171281000,2021-07-13T19:14:41GMT+09:00
19:14:42.004,19:14:42.004,true,35.22397658,139.67274818,0.998,3.7900925,1626171282000,2021-07-13T19:14:42GMT+09:00
19:14:43.008,19:14:43.008,true,35.22397665,139.67274818,1.004,3.7900925,1626171283000,2021-07-13T19:14:43GMT+09:00
19:14:44.003,19:14:44.003,true,35.22397672,139.67274823,0.995,3.7900925,1626171284000,2021-07-13T19:14:44GMT+09:00
19:14:45.007,19:14:45.007,true,35.22397675,139.67274828,1.004,3.7900925,1626171285000,2021-07-13T19:14:45GMT+09:00
19:14:46.012,19:14:46.012,true,35.22397679,139.67274835,1.005,3.7900925,1626171286000,2021-07-13T19:14:46GMT+09:00
19:14:47.007,19:14:47.007,true,35.22397679,139.67274841,0.995,3.7900925,1626171287000,2021-07-13T19:14:47GMT+09:00
19:14:48.005,19:14:48.005,true,35.22397679,139.67274848,0.998,3.7900925,1626171288000,2021-07-13T19:14:48GMT+09:00
19:14:49.003,19:14:49.003,true,35.22397686,139.67274862,0.998,3.7900925,1626171289000,2021-07-13T19:14:49GMT+09:00
19:14:50.006,19:14:50.006,true,35.22397696,139.67274879,1.003,3.7900925,1626171290000,2021-07-13T19:14:50GMT+09:00
19:14:51.012,19:14:51.012,true,35.22397701,139.6727489,1.006,3.7900925,1626171291000,2021-07-13T19:14:51GMT+09:00
19:14:52.002,19:14:52.002,true,35.22397703,139.67274898,0.99,3.7900925,1626171292000,2021-07-13T19:14:52GMT+09:00
19:14:53.006,19:14:53.006,true,35.22397707,139.67274909,1.004,3.7900925,1626171293000,2021-07-13T19:14:53GMT+09:00
19:14:54.010,19:14:54.010,true,35.22397711,139.67274918,1.004,3.7900925,1626171294000,2021-07-13T19:14:54GMT+09:00
19:14:55.026,19:14:55.026,true,35.22397711,139.67274923,1.016,3.7900925,1626171295000,2021-07-13T19:14:55GMT+09:00
19:14:56.003,19:14:56.003,true,35.22397711,139.67274932,0.977,3.7900925,1626171296000,2021-07-13T19:14:56GMT+09:00
19:14:57.011,19:14:57.011,true,35.22397712,139.67274938,1.008,3.7900925,1626171297000,2021-07-13T19:14:57GMT+09:00
19:14:58.006,19:14:58.006,true,35.22397711,139.67274942,0.995,3.7900925,1626171298000,2021-07-13T19:14:58GMT+09:00
19:14:59.007,19:14:59.007,true,35.22397711,139.67274945,1.001,3.7900925,1626171299000,2021-07-13T19:14:59GMT+09:00
19:15:00.020,19:15:00.020,true,35.22397709,139.67274949,1.013,3.7900925,1626171300000,2021-07-13T19:15:00GMT+09:00
19:15:01.009,19:15:01.009,true,35.22397705,139.67274953,0.989,3.7900925,1626171301000,2021-07-13T19:15:01GMT+09:00
19:15:02.002,19:15:02.002,true,35.22397704,139.67274955,0.993,3.7900925,1626171302000,2021-07-13T19:15:02GMT+09:00
19:15:03.002,19:15:03.002,true,35.22397697,139.67274953,1.0,3.7900925,1626171303000,2021-07-13T19:15:03GMT+09:00
19:15:04.019,19:15:04.019,true,35.22397691,139.67274955,1.017,3.7900925,1626171304000,2021-07-13T19:15:04GMT+09:00
19:15:05.004,19:15:05.004,true,35.22397684,139.67274957,0.985,3.793125,1626171305000,2021-07-13T19:15:05GMT+09:00
19:15:06.001,19:15:06.001,true,35.22397679,139.6727496,0.997,3.837426,1626171306000,2021-07-13T19:15:06GMT+09:00
19:15:07.014,19:15:07.014,true,35.22397675,139.67274963,1.013,3.8902667,1626171307000,2021-07-13T19:15:07GMT+09:00
19:15:08.012,19:15:08.012,true,35.22397671,139.67274963,0.998,3.9749055,1626171308000,2021-07-13T19:15:08GMT+09:00
19:15:08.996,19:15:08.996,true,35.22397667,139.67274965,0.984,3.9566977,1626171309000,2021-07-13T19:15:09GMT+09:00
19:15:09.999,19:15:09.999,true,35.22397671,139.67274966,1.003,3.7900925,1626171310000,2021-07-13T19:15:10GMT+09:00
19:15:11.014,19:15:11.014,true,35.22397675,139.67274968,1.015,3.7900925,1626171311000,2021-07-13T19:15:11GMT+09:00
19:15:12.007,19:15:12.007,true,35.22397676,139.67274971,0.993,3.7900925,1626171312000,2021-07-13T19:15:12GMT+09:00
19:15:13.001,19:15:13.001,true,35.22397674,139.67274974,0.994,3.7900925,1626171313000,2021-07-13T19:15:13GMT+09:00
19:15:14.029,19:15:14.029,true,35.22397496,139.67274864,1.028,3.7900925,1626171314000,2021-07-13T19:15:14GMT+09:00
19:15:15.023,19:15:15.023,true,35.22397055,139.67275046,0.994,4.009895,1626171315000,2021-07-13T19:15:15GMT+09:00
19:15:16.027,19:15:16.027,true,35.22396728,139.67275342,1.004,4.2337766,1626171316000,2021-07-13T19:15:16GMT+09:00
19:15:17.028,19:15:17.028,true,35.22396737,139.67275837,1.001,4.081935,1626171317000,2021-07-13T19:15:17GMT+09:00
19:15:18.026,19:15:18.026,true,35.22397014,139.67276889,0.998,3.9136784,1626171318000,2021-07-13T19:15:18GMT+09:00
19:15:19.030,19:15:19.030,true,35.22397291,139.67277126,1.004,3.900539,1626171319000,2021-07-13T19:15:19GMT+09:00
19:15:20.033,19:15:20.033,true,35.22397656,139.67277247,1.003,3.9025755,1626171320000,2021-07-13T19:15:20GMT+09:00
19:15:21.027,19:15:21.027,true,35.22398174,139.6727721,0.994,3.7900925,1626171321000,2021-07-13T19:15:21GMT+09:00
19:15:22.002,19:15:22.002,true,35.22398405,139.67277223,0.975,3.7900925,1626171322000,2021-07-13T19:15:22GMT+09:00
19:15:23.001,19:15:23.001,true,35.2239875,139.67277227,0.999,3.7900925,1626171323000,2021-07-13T19:15:23GMT+09:00
19:15:24.008,19:15:24.008,true,35.22398919,139.6727708,1.007,3.7900925,1626171324000,2021-07-13T19:15:24GMT+09:00
19:15:25.003,19:15:25.003,true,35.22399068,139.67276978,0.995,3.7900925,1626171325000,2021-07-13T19:15:25GMT+09:00
19:15:25.998,19:15:25.998,true,35.22399672,139.67276868,0.995,3.7900925,1626171326000,2021-07-13T19:15:26GMT+09:00
19:15:27.003,19:15:27.003,true,35.22400036,139.67276834,1.005,3.7900925,1626171327000,2021-07-13T19:15:27GMT+09:00
19:15:28.010,19:15:28.010,true,35.22400627,139.67276784,1.007,3.7900925,1626171328000,2021-07-13T19:15:28GMT+09:00
19:15:29.002,19:15:29.002,true,35.22401076,139.67276892,0.992,3.7900925,1626171329000,2021-07-13T19:15:29GMT+09:00
19:15:30.022,19:15:30.022,true,35.22401814,139.67276744,1.02,3.7900925,1626171330000,2021-07-13T19:15:30GMT+09:00
19:15:31.023,19:15:31.023,true,35.22402332,139.67276585,1.001,3.7900925,1626171331000,2021-07-13T19:15:31GMT+09:00
19:15:32.029,19:15:32.029,true,35.22402663,139.67276511,1.006,3.7900925,1626171332000,2021-07-13T19:15:32GMT+09:00
19:15:33.039,19:15:33.039,true,35.22402741,139.672765,1.01,3.7900925,1626171333000,2021-07-13T19:15:33GMT+09:00
19:15:34.029,19:15:34.029,true,35.22402541,139.67276517,0.99,3.7900925,1626171334000,2021-07-13T19:15:34GMT+09:00
19:15:35.007,19:15:35.007,true,35.22402324,139.6727668,0.978,3.7900925,1626171335000,2021-07-13T19:15:35GMT+09:00
19:15:36.006,19:15:36.006,true,35.22402333,139.67276668,0.999,3.7900925,1626171336000,2021-07-13T19:15:36GMT+09:00
19:15:37.000,19:15:37.000,true,35.22402335,139.67276788,0.994,3.7900925,1626171337000,2021-07-13T19:15:37GMT+09:00
19:15:38.002,19:15:38.002,true,35.2240256,139.6727705,1.002,3.7900925,1626171338000,2021-07-13T19:15:38GMT+09:00
19:15:39.000,19:15:39.000,true,35.2240262,139.67277397,0.998,3.7900925,1626171339000,2021-07-13T19:15:39GMT+09:00
19:15:39.994,19:15:39.994,true,35.22402548,139.67277542,0.994,3.7900925,1626171340000,2021-07-13T19:15:40GMT+09:00
19:15:41.027,19:15:41.027,true,35.22402597,139.67277798,1.033,3.7900925,1626171341000,2021-07-13T19:15:41GMT+09:00
19:15:42.021,19:15:42.021,true,35.22403461,139.67278263,0.994,3.7900925,1626171342000,2021-07-13T19:15:42GMT+09:00
19:15:43.010,19:15:43.010,true,35.2240394,139.67278382,0.989,4.3969455,1626171343000,2021-07-13T19:15:43GMT+09:00
19:15:44.000,19:15:44.000,true,35.22404952,139.67278451,0.99,4.2310143,1626171344000,2021-07-13T19:15:44GMT+09:00
19:15:45.004,19:15:45.004,true,35.22405554,139.67278481,1.004,4.216222,1626171345000,2021-07-13T19:15:45GMT+09:00
19:15:46.004,19:15:46.004,true,35.22406055,139.67278322,1.0,4.095597,1626171346000,2021-07-13T19:15:46GMT+09:00
19:15:46.997,19:15:46.997,true,35.22406408,139.6727814,0.993,4.3124466,1626171347000,2021-07-13T19:15:47GMT+09:00
19:15:48.002,19:15:48.002,true,35.22406621,139.67278026,1.005,4.827666,1626171348000,2021-07-13T19:15:48GMT+09:00
19:15:49.004,19:15:49.004,true,35.22406758,139.67277971,1.002,5.271165,1626171349000,2021-07-13T19:15:49GMT+09:00
19:15:50.002,19:15:50.002,true,35.22406885,139.67277906,0.998,5.674208,1626171350000,2021-07-13T19:15:50GMT+09:00
19:15:51.030,19:15:51.030,true,35.22407287,139.6727748,1.028,4.3154826,1626171351000,2021-07-13T19:15:51GMT+09:00
19:15:52.026,19:15:52.026,true,35.22407704,139.67277284,0.996,4.4568357,1626171352000,2021-07-13T19:15:52GMT+09:00
19:15:53.024,19:15:53.024,true,35.22408303,139.67277722,0.998,4.3308334,1626171353000,2021-07-13T19:15:53GMT+09:00
19:15:54.024,19:15:54.024,true,35.22408483,139.67277817,1.0,4.1153016,1626171354000,2021-07-13T19:15:54GMT+09:00
19:15:55.000,19:15:55.000,true,35.22408533,139.67277942,0.976,4.018255,1626171355000,2021-07-13T19:15:55GMT+09:00
19:15:56.027,19:15:56.027,true,35.22408311,139.67277948,1.027,4.0178056,1626171356000,2021-07-13T19:15:56GMT+09:00
19:15:57.133,19:15:57.133,true,35.22408065,139.67278006,1.106,4.370796,1626171357000,2021-07-13T19:15:57GMT+09:00
19:15:58.012,19:15:58.012,true,35.22407978,139.67278195,0.879,4.6604676,1626171358000,2021-07-13T19:15:58GMT+09:00
